budget,dataset,dense_weight,latency_query_ms,method,mrr@10,ndcg@10,recall@100,seed,split,test_query_count,validation_mrr@10,validation_ndcg@10,validation_query_count
20,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5371636432350718,0.3335377213879822,0.19289313848335476,181,test,210,0.5489886219974716,0.34990906648459263,113
50,nfcorpus,,0.7949502941196851,bm25,0.5429875283446712,0.3265169059796161,0.22506337609018792,19,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.538879440665155,0.33778386570807667,0.2747695536935973,19,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5742649281934996,0.36465261363038176,0.28136142678389947,19,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5720086923658353,0.3624566024279983,0.28368109096670197,19,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.575239984882842,0.3657193557477241,0.2805328926292715,19,test,210,,,113
50,nfcorpus,0.4,10.378871795672875,validation_weighted_fusion,0.5767762660619804,0.36060159569693134,0.26852393350144105,19,test,210,0.5090462143559489,0.3109568992290084,113
50,nfcorpus,,0.7949502941196851,bm25,0.5109504913076341,0.29636301648784547,0.2080666115781862,31,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.5078004535147392,0.3063851536894775,0.2357627887664803,31,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5397940287226002,0.32829709222033077,0.26005793379909564,31,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5364720332577475,0.3273656317189851,0.2545303350192248,31,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.5380045351473922,0.32728988968131895,0.25181320662672296,31,test,210,,,113
50,nfcorpus,0.4,10.378871795672875,validation_weighted_fusion,0.5480536659108087,0.3287876498676641,0.2464024519654827,31,test,210,0.562424497822728,0.37008016138959354,113
50,nfcorpus,,0.7949502941196851,bm25,0.5076832955404383,0.30053749818305053,0.20552496511900417,47,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.5100302343159486,0.30907019620531945,0.24650189015125923,47,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5498998488284202,0.33199794378177006,0.2576956464980308,47,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5330007558578986,0.33013991232496503,0.2605845247859019,47,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.5421182917611489,0.3336944137138245,0.2600295718937343,47,test,210,,,113
50,nfcorpus,0.4,10.378871795672875,validation_weighted_fusion,0.5471428571428572,0.3324230046695474,0.24715703063790748,47,test,210,0.5641171512852928,0.3633241922887485,113
50,nfcorpus,,0.7949502941196851,bm25,0.5038340891912321,0.2977828505189236,0.20989676871253807,73,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.5035733182161753,0.3098509009099439,0.24491877797035896,73,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5474244142101284,0.3336701166008671,0.26184532068080396,73,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5404327286470144,0.3315130855644436,0.2611047214020288,73,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.5451398337112623,0.3325659650892215,0.26212010565369476,73,test,210,,,113
50,nfcorpus,0.4,10.378871795672875,validation_weighted_fusion,0.5495616024187453,0.3328307597611339,0.24302318086235417,73,test,210,0.559622137940722,0.36256641733978245,113
50,nfcorpus,,0.7949502941196851,bm25,0.525587679516251,0.3124397032108829,0.22168991828174553,109,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.5208578987150415,0.32101781638524046,0.24824059489895667,109,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5555139833711262,0.342788818610141,0.26735260905087677,109,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5523450491307634,0.3405034301552592,0.26114965924772565,109,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.5532086167800454,0.3430130088648721,0.2607926427235448,109,test,210,,,113
50,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5523450491307634,0.3405034301552592,0.26114965924772565,109,test,210,0.5257725804185981,0.3433275894146558,113
50,nfcorpus,,0.7949502941196851,bm25,0.5218310657596372,0.31198225667913215,0.20508604844440823,149,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.5190759637188208,0.3257221095640513,0.24906795908376878,149,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5535638699924414,0.35063503544244445,0.2595441166679519,149,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5489928193499621,0.3433331786368965,0.255017878874087,149,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.551734693877551,0.34856672478170814,0.25935521941909273,149,test,210,,,113
50,nfcorpus,0.4,10.378871795672875,validation_weighted_fusion,0.5582123960695389,0.3442560750924659,0.24768177275520137,149,test,210,0.5435454417755302,0.34133353044084674,113
50,nfcorpus,,0.7949502941196851,bm25,0.5214928193499622,0.31016502378112504,0.1936250961056464,181,test,210,,,113
50,nfcorpus,,9.58392150155319,dense,0.4950755857898715,0.30513755225580835,0.2383298809452884,181,test,210,,,113
50,nfcorpus,,10.378871795672875,rrf,0.5434845049130763,0.33605089205480615,0.2551637894521035,181,test,210,,,113
50,nfcorpus,,10.378871795672875,zscore_fusion,0.5337679516250945,0.3334020596602539,0.2511552267288532,181,test,210,,,113
50,nfcorpus,,10.378871795672875,minmax_fusion,0.5427664399092971,0.33663534353960317,0.25512493655791185,181,test,210,,,113
50,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5337679516250945,0.3334020596602539,0.2511552267288532,181,test,210,0.5602963899424076,0.35652482661776297,113
100,nfcorpus,,0.7949502941196851,bm25,0.5429875283446712,0.3265169059796161,0.24873329639958655,19,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.538879440665155,0.33778386570807667,0.33269868926721463,19,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.5715117157974301,0.3669031556600129,0.33712959765045486,19,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5695653817082388,0.36422614462141367,0.3372107288757568,19,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5726114890400604,0.3681814723106672,0.33978668276800605,19,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5695653817082388,0.36422614462141367,0.3372107288757568,19,test,210,0.5178430959404411,0.3121439128489049,113
100,nfcorpus,,0.7949502941196851,bm25,0.5109504913076341,0.29636301648784547,0.23146314191709466,31,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.5078004535147392,0.3063851536894775,0.29889724898092374,31,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.5376228269085411,0.3296717951659157,0.31363883881638926,31,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5472713529856387,0.332313462050962,0.31210692401564094,31,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5437679516250945,0.3316040820075715,0.3138029567898663,31,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5472713529856387,0.332313462050962,0.31210692401564094,31,test,210,0.5592744767523529,0.37145066806832844,113
100,nfcorpus,,0.7949502941196851,bm25,0.5076832955404383,0.30053749818305053,0.23382831088087574,47,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.5100302343159486,0.30907019620531945,0.3097039817488488,47,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.549858276643991,0.33521934238251844,0.31645963819503753,47,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5406783824640967,0.3350988708576144,0.3169907492530544,47,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5471145124716553,0.3383855389541213,0.32062801417452114,47,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5406783824640967,0.3350988708576144,0.3169907492530544,47,test,210,0.571526899845484,0.3662742446223372,113
100,nfcorpus,,0.7949502941196851,bm25,0.5038340891912321,0.2977828505189236,0.2358564607941297,73,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.5035733182161753,0.3098509009099439,0.30604348115341024,73,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.5456708238851096,0.33658005257789747,0.32116727405739287,73,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5417932728647015,0.3364844644347038,0.31692821163204715,73,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.548212396069539,0.3375150793215587,0.31987097949766224,73,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5417932728647015,0.3364844644347038,0.31692821163204715,73,test,210,0.5694549796319708,0.3636992477091623,113
100,nfcorpus,,0.7949502941196851,bm25,0.525587679516251,0.3124397032108829,0.24913110365082006,109,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.5208578987150415,0.32101781638524046,0.3055163368067756,109,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.554911186696901,0.3468943108594919,0.3168080752041953,109,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.565232426303855,0.3485998939357898,0.3136255967362609,109,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5578420256991685,0.35035644503095953,0.3141131531032971,109,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.565232426303855,0.3485998939357898,0.3136255967362609,109,test,210,0.5258954909397388,0.3411838477513919,113
100,nfcorpus,,0.7949502941196851,bm25,0.5218310657596372,0.31198225667913215,0.2313333477042159,149,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.5190759637188208,0.3257221095640513,0.30831100525053284,149,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.5501832955404383,0.34957651342459894,0.31403573966990367,149,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5571919879062737,0.3457404535716737,0.31152207553767985,149,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5558711262282691,0.34917177794984344,0.31245948324601763,149,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5571919879062737,0.3457404535716737,0.31152207553767985,149,test,210,0.5408378985812614,0.3464978519678908,113
100,nfcorpus,,0.7949502941196851,bm25,0.5214928193499622,0.31016502378112504,0.21218961429456631,181,test,210,,,113
100,nfcorpus,,9.58392150155319,dense,0.4950755857898715,0.30513755225580835,0.3013992303029663,181,test,210,,,113
100,nfcorpus,,10.378871795672875,rrf,0.5412868480725623,0.3375690091756657,0.31159281751623397,181,test,210,,,113
100,nfcorpus,,10.378871795672875,zscore_fusion,0.5454327286470144,0.33867699852084454,0.3079286703170829,181,test,210,,,113
100,nfcorpus,,10.378871795672875,minmax_fusion,0.5453099017384732,0.34100358240380374,0.3138069076597132,181,test,210,,,113
100,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5454327286470144,0.33867699852084454,0.3079286703170829,181,test,210,0.5626913892400618,0.359624626841113,113
200,nfcorpus,,0.7949502941196851,bm25,0.5429875283446712,0.3265169059796161,0.24873329639958655,19,test,210,,,113
200,nfcorpus,,9.58392150155319,dense,0.538879440665155,0.33778386570807667,0.33269868926721463,19,test,210,,,113
200,nfcorpus,,10.378871795672875,rrf,0.5705952380952382,0.3667410290401824,0.3369492552112006,19,test,210,,,113
200,nfcorpus,,10.378871795672875,zscore_fusion,0.5655234315948602,0.3609411625128862,0.3382581990193475,19,test,210,,,113
200,nfcorpus,,10.378871795672875,minmax_fusion,0.571130007558579,0.36554254946408343,0.341840336735676,19,test,210,,,113
200,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5655234315948602,0.3609411625128862,0.3382581990193475,19,test,210,0.5128283466779042,0.31234504012097747,113
200,nfcorpus,,0.7949502941196851,bm25,0.5109504913076341,0.29636301648784547,0.23146314191709466,31,test,210,,,113
200,nfcorpus,,9.58392150155319,dense,0.5078004535147392,0.3063851536894775,0.29889724898092374,31,test,210,,,113
200,nfcorpus,,10.378871795672875,rrf,0.5389550264550265,0.3307811985114312,0.310818431470057,31,test,210,,,113
200,nfcorpus,,10.378871795672875,zscore_fusion,0.5414040060468632,0.329633208387934,0.3135313854713935,31,test,210,,,113
200,nfcorpus,,10.378871795672875,minmax_fusion,0.5421806500377929,0.32913671055911714,0.31502484361092425,31,test,210,,,113
200,nfcorpus,0.5,10.378871795672875,validation_weighted_fusion,0.5414040060468632,0.329633208387934,0.3135313854713935,31,test,210,0.5576520578732969,0.3705279637160214,113
200,nfcorpus,,0.7949502941196851,bm25,0.5076832955404383,0.30053749818305053,0.23382831088087574,47,test,210,,,113
